Date/Time,Year,Month,Day,Time,Temp (øC),Temp Flag,Dew Point Temp (øC),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
########,2018,7,13,3:00,22,,14.8,,63,,9,,9,,16.1,,101.2,,26,,,,NA
########,2018,7,13,4:00,21.2,,15.6,,70,,8,,11,,16.1,,101.25,,26,,,,NA
########,2018,7,13,5:00,21.5,,15.9,,70,,7,,11,,16.1,,101.24,,26,,,,NA
########,2018,7,13,6:00,22.4,,17,,71,,8,,8,,16.1,,101.27,,28,,,,NA
########,2018,7,13,7:00,22.9,,17.2,,70,,8,,11,,16.1,,101.27,,28,,,,NA
########,2018,7,13,8:00,22.6,,17.4,,72,,8,,9,,16.1,,101.28,,28,,,,NA
########,2018,7,13,9:00,23.5,,18.4,,73,,6,,11,,16.1,,101.25,,30,,,,NA
########,2018,7,13,10:00,25,,17.8,,64,,18,,13,,16.1,,101.2,,31,,,,NA
########,2018,7,13,11:00,24.7,,19.3,,72,,18,,11,,16.1,,101.16,,32,,,,NA
########,2018,7,13,12:00,25.1,,18.8,,67,,18,,5,,16.1,,101.17,,32,,,,NA
########,2018,7,13,13:00,27.9,,16.6,,50,,16,,11,,16.1,,101.13,,33,,,,NA
########,2018,7,13,14:00,27.5,,17,,52,,14,,11,,16.1,,101.08,,33,,,,NA
########,2018,7,13,15:00,27.5,,18.3,,57,,14,,11,,16.1,,101.02,,34,,,,NA
########,2018,7,13,16:00,27.5,,16.7,,51,,16,,13,,16.1,,100.98,,33,,,,NA
########,2018,7,13,17:00,27.5,,16.7,,51,,16,,17,,16.1,,100.89,,33,,,,NA
########,2018,7,13,18:00,27.5,,19.2,,60,,13,,13,,16.1,,100.88,,34,,,,NA
########,2018,7,13,19:00,26.4,,19,,63,,12,,5,,16.1,,100.87,,33,,,,NA
########,2018,7,13,20:00,24,,20,,78,,,M,4,,16.1,,100.87,,32,,,,NA
########,2018,7,13,21:00,23.6,,19.2,,76,,,,0,,16.1,,100.86,,31,,,,NA
########,2018,7,13,22:00,24.1,,16.2,,61,,19,,4,,16.1,,100.84,,29,,,,NA
########,2018,7,13,23:00,24,,19.4,,75,,22,,13,,16.1,,100.84,,31,,,,NA
########,2018,7,14,0:00,22.3,,19.3,,83,,25,,9,,16.1,,100.86,,29,,,,NA
########,2018,7,14,1:00,22,,19.8,,87,,27,,5,,16.1,,100.82,,29,,,,NA
########,2018,7,14,2:00,21.5,,18.2,,81,,26,,9,,16.1,,100.78,,28,,,,NA
########,2018,7,14,3:00,21.8,,17.5,,76,,22,,15,,16.1,,100.74,,27,,,,NA
########,2018,7,14,4:00,21.6,,16.8,,74,,24,,15,,16.1,,100.79,,27,,,,NA
########,2018,7,14,5:00,21.4,,16.9,,75,,23,,15,,16.1,,100.79,,27,,,,NA
########,2018,7,14,6:00,21.5,,17.6,,78,,23,,13,,16.1,,100.84,,27,,,,NA
########,2018,7,14,7:00,21.5,,18.2,,81,,27,,11,,16.1,,100.85,,28,,,,NA
########,2018,7,14,8:00,23.3,,16.9,,67,,23,,8,,16.1,,100.84,,29,,,,NA
########,2018,7,14,9:00,24.3,,17.5,,65,,22,,9,,16.1,,100.8,,30,,,,NA
########,2018,7,14,10:00,25.1,,17.9,,64,,19,,9,,16.1,,100.79,,31,,,,NA
########,2018,7,14,11:00,23.7,,20.5,,82,,19,,13,,16.1,,100.84,,32,,,,NA
########,2018,7,14,12:00,23.4,,19.8,,80,,23,,5,,16.1,,100.82,,31,,,,Rain
########,2018,7,14,13:00,23.2,,20.4,,84,,23,,5,,16.1,,100.83,,31,,,,Rain
########,2018,7,14,14:00,24.4,,19.2,,73,,21,,5,,16.1,,100.78,,31,,,,Rain
########,2018,7,14,15:00,24.7,,18.6,,68,,23,,4,,16.1,,100.81,,31,,,,NA
########,2018,7,14,16:00,24.4,,20.2,,77,,21,,5,,16.1,,100.76,,32,,,,NA
########,2018,7,14,17:00,23.5,,20.7,,84,,21,,17,,16.1,,100.7,,32,,,,NA
########,2018,7,14,18:00,23.5,,21.1,,86,,20,,13,,16.1,,100.64,,32,,,,NA
########,2018,7,14,19:00,22.9,,21,,89,,24,,8,,16.1,,100.62,,31,,,,NA
########,2018,7,14,20:00,22.9,,20.8,,88,,,,0,,16.1,,100.56,,31,,,,NA
########,2018,7,14,21:00,22.6,,20.4,,87,,,M,4,,16.1,,100.63,,31,,,,NA
########,2018,7,14,22:00,22.3,,19.3,,83,,27,,5,,16.1,,100.67,,29,,,,NA
########,2018,7,14,23:00,21.8,,19.6,,87,,22,,5,,16.1,,100.67,,29,,,,NA
########,2018,7,15,0:00,21.8,,20,,90,,26,,4,,16.1,,100.7,,29,,,,NA
########,2018,7,15,1:00,21.5,,19.5,,88,,28,,5,,16.1,,100.65,,29,,,,NA
########,2018,7,15,2:00,20.8,,19.1,,90,,28,,5,,14.5,,100.6,,28,,,,NA
########,2018,7,15,3:00,20.2,,18.5,,90,,28,,5,,14.5,,100.62,,27,,,,NA
########,2018,7,15,4:00,20.2,,18.7,,91,,,M,4,,6.4,,100.63,,27,,,,Fog
########,2018,7,15,5:00,20,,18.9,,93,,,,0,,12.9,,100.66,,27,,,,NA
########,2018,7,15,6:00,21.2,,20,,93,,,M,4,,9.7,,100.68,,29,,,,Fog
########,2018,7,15,7:00,23.8,,20.4,,81,,,M,4,,12.9,,100.68,,32,,,,NA
########,2018,7,15,8:00,25.2,,20.2,,73,,10,,9,,16.1,,100.63,,33,,,,NA
########,2018,7,15,9:00,25.2,,19.4,,70,,10,,13,,16.1,,100.64,,32,,,,NA
########,2018,7,15,10:00,25.9,,19.5,,67,,8,,15,,16.1,,100.63,,33,,,,NA
########,2018,7,15,11:00,25.8,,20.4,,72,,13,,13,,16.1,,100.65,,34,,,,NA
########,2018,7,15,12:00,26.2,,20.8,,72,,12,,13,,16.1,,100.65,,34,,,,NA
########,2018,7,15,13:00,26.3,,20.6,,70,,12,,13,,16.1,,100.64,,34,,,,NA
########,2018,7,15,14:00,26.7,,20.3,,68,,10,,9,,16.1,,100.6,,35,,,,NA
########,2018,7,15,15:00,27.8,,21.1,,66,,15,,8,,16.1,,100.56,,36,,,,NA
########,2018,7,15,16:00,27.7,,20.7,,65,,12,,8,,16.1,,100.53,,36,,,,NA
########,2018,7,15,17:00,27.3,,21.5,,70,,17,,5,,16.1,,100.47,,36,,,,NA
########,2018,7,15,18:00,27.1,,20.7,,68,,14,,8,,16.1,,100.45,,35,,,,NA
########,2018,7,15,19:00,25.1,,21.3,,79,,8,,5,,16.1,,100.44,,34,,,,NA
########,2018,7,15,20:00,24.3,,21.3,,83,,6,,5,,16.1,,100.45,,33,,,,NA
########,2018,7,15,21:00,24,,20.8,,82,,,M,4,,14.5,,100.48,,32,,,,NA
########,2018,7,15,22:00,23.3,,20.9,,86,,,M,4,,14.5,,100.46,,32,,,,NA
########,2018,7,15,23:00,23.1,,21.2,,89,,,,0,,12.9,,100.46,,32,,,,NA
########,2018,7,16,0:00,22.1,,20.9,,93,,6,,8,,4.8,,100.48,,30,,,,Fog
########,2018,7,16,1:00,23,,21.4,,91,,8,,9,,8.1,,100.48,,32,,,,Fog
########,2018,7,16,2:00,22.9,,20.7,,87,,7,,9,,12.9,,100.46,,31,,,,NA
########,2018,7,16,3:00,22.7,,21.7,,94,,8,,9,,4.8,,100.44,,32,,,,Fog
########,2018,7,16,4:00,22.6,,21.9,,96,,9,,8,,4,,100.43,,32,,,,Fog
########,2018,7,16,5:00,22,,21.5,,97,,7,,8,,2,,100.42,,31,,,,Fog
########,2018,7,16,6:00,22.8,,22.1,,96,,11,,4,,2.8,,100.44,,32,,,,Fog
########,2018,7,16,7:00,23.3,,21.8,,91,,6,,5,,4.8,,100.43,,32,,,,Fog
########,2018,7,16,8:00,24.4,,23,,92,,17,,9,,4.8,,100.42,,35,,,,Fog
########,2018,7,16,9:00,26.4,,21.4,,74,,18,,8,,16.1,,100.39,,35,,,,NA
########,2018,7,16,10:00,25.7,,22.9,,84,,18,,9,,16.1,,100.37,,36,,,,NA
########,2018,7,16,11:00,27,,22.1,,74,,19,,8,,16.1,,100.36,,36,,,,NA
########,2018,7,16,12:00,29.7,,22.6,,65,,16,,11,,16.1,,100.3,,40,,,,NA
########,2018,7,16,13:00,27.9,,22,,70,,8,,17,,16.1,,100.24,,37,,,,NA
########,2018,7,16,14:00,28.5,,21.2,,64,,9,,15,,16.1,,100.14,,37,,,,NA
########,2018,7,16,15:00,25.4,,21.2,,77,,33,,15,,16.1,,100.16,,34,,,,Rain
########,2018,7,16,16:00,27.1,,21.3,,70,,8,,9,,16.1,,100.13,,36,,,,NA
########,2018,7,16,17:00,26.1,,21,,73,,9,,9,,16.1,,100.07,,35,,,,NA
########,2018,7,16,18:00,24.8,,20.6,,77,,,,0,,16.1,,100.12,,33,,,,NA
########,2018,7,16,19:00,23.2,,21.8,,91,,34,,5,,14.5,,100.07,,32,,,,"Thunderstorms,Rain"
########,2018,7,16,20:00,21.7,,20.9,,95,,21,,9,,9.7,,100,,30,,,,"Rain,Fog"
########,2018,7,16,21:00,21.9,,21.2,,96,,26,,8,,12.9,,99.97,,30,,,,NA
########,2018,7,16,22:00,21.9,,20.9,,94,,20,,8,,12.9,,100.09,,30,,,,NA
########,2018,7,16,23:00,23.1,,21.9,,93,,28,,9,,16.1,,100.11,,32,,,,NA
########,2018,7,17,0:00,22.6,,21.1,,91,,25,,9,,16.1,,100.04,,31,,,,NA
########,2018,7,17,1:00,23.6,,20.8,,84,,28,,11,,16.1,,100.02,,32,,,,NA
########,2018,7,17,2:00,22.8,,20.6,,87,,29,,11,,16.1,,100.01,,31,,,,NA
########,2018,7,17,3:00,22.5,,19.9,,85,,32,,9,,16.1,,100.01,,30,,,,NA
########,2018,7,17,4:00,22.5,,16.4,,68,,32,,11,,16.1,,100.02,,27,,,,NA
########,2018,7,17,5:00,21.9,,16.7,,72,,31,,8,,16.1,,100.09,,27,,,,NA
########,2018,7,17,6:00,21.9,,13.9,,60,,31,,15,,16.1,,100.15,,25,,,,NA
########,2018,7,17,7:00,22.9,,13.7,,56,,31,,13,,16.1,,100.2,,26,,,,NA
########,2018,7,17,8:00,23.3,,13,,52,,32,,13,,16.1,,100.23,,26,,,,NA
########,2018,7,17,9:00,24.4,,12.3,,46,,32,,15,,16.1,,100.23,,27,,,,NA
########,2018,7,17,10:00,25.3,,13.3,,47,,29,,18,,16.1,,100.25,,28,,,,NA
########,2018,7,17,11:00,25.5,,12.5,,44,,27,,21,,16.1,,100.28,,28,,,,NA
########,2018,7,17,12:00,25.9,,11.4,,40,,28,,21,,16.1,,100.26,,28,,,,NA
########,2018,7,17,13:00,26.1,,11.6,,40,,32,,24,,16.1,,100.23,,28,,,,NA
########,2018,7,17,14:00,25.8,,11.5,,40,,30,,17,,16.1,,100.21,,28,,,,NA
########,2018,7,17,15:00,26.4,,11,,38,,31,,17,,16.1,,100.22,,28,,,,NA
########,2018,7,17,16:00,26.5,,11.8,,39,,32,,28,,16.1,,100.19,,29,,,,NA
########,2018,7,17,17:00,26.4,,14.4,,47,,34,,24,,16.1,,100.21,,30,,,,NA
########,2018,7,17,18:00,25.2,,12.3,,44,,33,,22,,16.1,,100.27,,28,,,,NA
########,2018,7,17,19:00,23.8,,11,,44,,32,,22,,16.1,,100.37,,26,,,,NA
########,2018,7,17,20:00,22.5,,12,,51,,33,,21,,16.1,,100.43,,25,,,,NA
########,2018,7,17,21:00,21.6,,11.5,,52,,32,,21,,16.1,,100.49,,,,,,NA
########,2018,7,17,22:00,20.8,,11.6,,55,,31,,17,,16.1,,100.53,,,,,,NA
########,2018,7,17,23:00,20.2,,11.8,,58,,33,,17,,16.1,,100.53,,,,,,NA
########,2018,7,18,0:00,19.9,,12.5,,62,,32,,13,,16.1,,100.56,,,,,,NA
########,2018,7,18,1:00,19.3,,13.3,,68,,34,,15,,16.1,,100.6,,,,,,NA
########,2018,7,18,2:00,20,,13.1,,64,,1,,13,,16.1,,100.63,,,,,,NA
########,2018,7,18,3:00,19.4,,12.7,,65,,1,,8,,16.1,,100.69,,,,,,NA
########,2018,7,18,4:00,18.7,,12.8,,68,,35,,11,,16.1,,100.76,,,,,,NA
########,2018,7,18,5:00,18.3,,12.4,,68,,1,,15,,16.1,,100.82,,,,,,NA
########,2018,7,18,6:00,18.4,,12.3,,67,,1,,13,,16.1,,100.88,,,,,,NA
########,2018,7,18,7:00,18.9,,11.6,,62,,3,,18,,16.1,,100.92,,,,,,NA
########,2018,7,18,8:00,19.9,,12,,60,,6,,17,,16.1,,100.95,,,,,,NA
########,2018,7,18,9:00,19.9,,11,,56,,9,,17,,16.1,,100.95,,,,,,NA
########,2018,7,18,10:00,20.3,,11.3,,56,,8,,15,,16.1,,100.97,,,,,,NA
########,2018,7,18,11:00,20.9,,11.9,,56,,14,,13,,16.1,,100.98,,,,,,NA
########,2018,7,18,12:00,21.1,,11.5,,54,,15,,13,,16.1,,100.95,,,,,,NA
########,2018,7,18,13:00,21.4,,12.3,,56,,18,,13,,16.1,,100.9,,,,,,NA
########,2018,7,18,14:00,21.7,,12.7,,56,,18,,13,,16.1,,100.9,,,,,,NA
########,2018,7,18,15:00,21.5,,13,,58,,17,,13,,16.1,,100.85,,,,,,NA
########,2018,7,18,16:00,21.9,,13.3,,58,,17,,11,,16.1,,100.81,,25,,,,NA
########,2018,7,18,17:00,22.3,,13.6,,57,,13,,13,,16.1,,100.75,,25,,,,NA
########,2018,7,18,18:00,22.4,,13.8,,58,,13,,11,,16.1,,100.74,,26,,,,NA
########,2018,7,18,19:00,21.8,,14.3,,62,,10,,8,,16.1,,100.74,,25,,,,NA
########,2018,7,18,20:00,20.9,,14.9,,68,,13,,5,,16.1,,100.73,,25,,,,NA
########,2018,7,18,21:00,20.6,,15.5,,72,,8,,5,,16.1,,100.78,,25,,,,NA
########,2018,7,18,22:00,21.7,,13.8,,61,,,M,4,,16.1,,100.81,,25,,,,NA
########,2018,7,18,23:00,20.8,,7.1,,41,,35,,9,,16.1,,100.82,,,,,,NA
########,2018,7,19,0:00,19.3,,5.5,,40,,33,,8,,16.1,,100.82,,,,,,NA
########,2018,7,19,1:00,20,,1.7,,29,,35,,9,,16.1,,100.84,,,,,,NA
########,2018,7,19,2:00,19.3,,3.5,,35,,34,,5,,16.1,,100.81,,,,,,NA
########,2018,7,19,3:00,17.3,,6.6,,49,,34,,5,,16.1,,100.84,,,,,,NA
########,2018,7,19,4:00,17.7,,8.1,,53,,32,,9,,16.1,,100.88,,,,,,NA
########,2018,7,19,5:00,16.8,,8.6,,58,,33,,9,,16.1,,100.94,,,,,,NA
########,2018,7,19,6:00,18.1,,8.7,,54,,32,,8,,16.1,,100.94,,,,,,NA
########,2018,7,19,7:00,20.5,,9.8,,50,,,,0,,16.1,,100.95,,,,,,NA
########,2018,7,19,8:00,20.7,,10.3,,51,,21,,8,,16.1,,101,,,,,,NA
########,2018,7,19,9:00,21,,10.6,,51,,20,,9,,16.1,,101,,,,,,NA
########,2018,7,19,10:00,22.2,,10.4,,47,,15,,9,,16.1,,100.99,,,,,,NA
########,2018,7,19,11:00,22.2,,13.1,,56,,17,,13,,16.1,,100.97,,25,,,,NA
########,2018,7,19,12:00,22.7,,14.6,,60,,18,,15,,16.1,,100.96,,26,,,,NA
########,2018,7,19,13:00,23.3,,14,,55,,17,,21,,16.1,,100.91,,27,,,,NA
########,2018,7,19,14:00,24.2,,13.4,,50,,17,,21,,16.1,,100.87,,27,,,,NA
########,2018,7,19,15:00,24.7,,13,,48,,17,,17,,16.1,,100.83,,27,,,,NA
########,2018,7,19,16:00,25.6,,12,,42,,13,,11,,16.1,,100.81,,28,,,,NA
########,2018,7,19,17:00,25.2,,13.9,,49,,13,,15,,16.1,,100.78,,29,,,,NA
########,2018,7,19,18:00,24.3,,14.6,,54,,8,,11,,16.1,,100.79,,28,,,,NA
########,2018,7,19,19:00,23.2,,15.2,,60,,7,,13,,16.1,,100.76,,27,,,,NA
########,2018,7,19,20:00,21.4,,17.5,,78,,7,,11,,16.1,,100.77,,27,,,,NA
########,2018,7,19,21:00,21.1,,17.6,,80,,7,,13,,16.1,,100.79,,27,,,,NA
########,2018,7,19,22:00,21.5,,17.4,,77,,9,,9,,16.1,,100.78,,27,,,,NA
########,2018,7,19,23:00,21.9,,15.8,,68,,10,,9,,16.1,,100.78,,26,,,,NA
########,2018,7,20,0:00,21.7,,15.6,,68,,8,,11,,16.1,,100.78,,26,,,,NA
########,2018,7,20,1:00,21.4,,16.4,,73,,7,,8,,16.1,,100.74,,26,,,,NA
########,2018,7,20,2:00,21.4,,16.4,,73,,6,,13,,16.1,,100.72,,26,,,,NA
########,2018,7,20,3:00,21.3,,16.4,,73,,5,,11,,16.1,,100.71,,26,,,,NA
########,2018,7,20,4:00,20.2,,17.1,,82,,7,,13,,16.1,,100.7,,26,,,,NA
########,2018,7,20,5:00,19.7,,17.5,,87,,8,,15,,16.1,,100.69,,,,,,NA
########,2018,7,20,6:00,20.3,,17.7,,85,,7,,11,,16.1,,100.7,,26,,,,NA
########,2018,7,20,7:00,21.8,,18.3,,80,,7,,17,,16.1,,100.71,,28,,,,NA
########,2018,7,20,8:00,22.8,,18.9,,78,,7,,17,,16.1,,100.71,,29,,,,NA
########,2018,7,20,9:00,23.9,,18.9,,73,,7,,17,,16.1,,100.68,,31,,,,NA
########,2018,7,20,10:00,24.2,,18,,68,,7,,26,,16.1,,100.65,,30,,,,NA
########,2018,7,20,11:00,24.6,,20.2,,76,,7,,24,,16.1,,100.64,,32,,,,NA
########,2018,7,20,12:00,24.8,,20.2,,75,,7,,26,,16.1,,100.6,,33,,,,NA
########,2018,7,20,13:00,25.3,,20,,72,,7,,26,,16.1,,100.55,,33,,,,NA
########,2018,7,20,14:00,24.5,,19.4,,73,,7,,28,,16.1,,100.46,,32,,,,NA
########,2018,7,20,15:00,25.3,,20,,72,,7,,26,,16.1,,100.43,,33,,,,NA
########,2018,7,20,16:00,25.5,,19.6,,70,,7,,32,,16.1,,100.35,,33,,,,NA
########,2018,7,20,17:00,25.1,,20,,73,,7,,24,,16.1,,100.3,,33,,,,NA
########,2018,7,20,18:00,25.3,,19.8,,71,,6,,24,,16.1,,100.24,,33,,,,NA
########,2018,7,20,19:00,24.4,,20.2,,77,,7,,22,,16.1,,100.26,,32,,,,NA
########,2018,7,20,20:00,24,,20,,78,,7,,15,,16.1,,100.22,,32,,,,NA
########,2018,7,20,21:00,25.1,,19,,69,,11,,15,,16.1,,100.24,,32,,,,NA
########,2018,7,20,22:00,25.4,,19.2,,68,,12,,13,,16.1,,100.25,,32,,,,NA
########,2018,7,20,23:00,25.4,,18.7,,66,,11,,15,,16.1,,100.26,,32,,,,NA
########,2018,7,21,0:00,24.9,,18.7,,68,,10,,15,,16.1,,100.3,,31,,,,NA
########,2018,7,21,1:00,24.1,,18.5,,71,,8,,13,,16.1,,100.3,,30,,,,NA
########,2018,7,21,2:00,22.8,,19,,79,,8,,13,,16.1,,100.29,,30,,,,Rain
########,2018,7,21,3:00,22.7,,18.9,,79,,8,,15,,16.1,,100.28,,29,,,,Rain
########,2018,7,21,4:00,23,,18,,73,,8,,15,,16.1,,100.26,,29,,,,NA
########,2018,7,21,5:00,22.6,,17.6,,73,,9,,15,,16.1,,100.28,,28,,,,NA
########,2018,7,21,6:00,22.7,,17,,70,,10,,17,,16.1,,100.29,,28,,,,NA
########,2018,7,21,7:00,23,,17.3,,70,,9,,15,,16.1,,100.32,,28,,,,NA
########,2018,7,21,8:00,23.4,,17.3,,68,,9,,17,,16.1,,100.36,,29,,,,NA
########,2018,7,21,9:00,23.5,,17.4,,68,,8,,22,,16.1,,100.37,,29,,,,NA
########,2018,7,21,10:00,23.9,,18.4,,71,,7,,26,,16.1,,100.37,,30,,,,NA
########,2018,7,21,11:00,23.1,,18.1,,73,,7,,30,,16.1,,100.4,,29,,,,NA
########,2018,7,21,12:00,23.2,,18.6,,75,,7,,32,,16.1,,100.39,,30,,,,NA
########,2018,7,21,13:00,22.7,,19.3,,81,,6,,34,,16.1,,100.36,,30,,,,NA
########,2018,7,21,14:00,22.9,,19.5,,81,,6,,37,,16.1,,100.33,,30,,,,NA
########,2018,7,21,15:00,23.1,,19.5,,80,,7,,39,,16.1,,100.29,,30,,,,NA
########,2018,7,21,16:00,23.7,,19.5,,77,,7,,39,,16.1,,100.29,,31,,,,NA
########,2018,7,21,17:00,23.6,,18.8,,74,,6,,41,,16.1,,100.25,,30,,,,NA
########,2018,7,21,18:00,23.4,,18.5,,74,,7,,34,,16.1,,100.27,,30,,,,NA
########,2018,7,21,19:00,23.4,,19,,76,,6,,30,,16.1,,100.28,,30,,,,NA
########,2018,7,21,20:00,23.2,,19.8,,81,,7,,21,,16.1,,100.31,,31,,,,NA
########,2018,7,21,21:00,23.9,,16.3,,62,,11,,21,,16.1,,100.36,,29,,,,NA
########,2018,7,21,22:00,22.5,,14.8,,61,,10,,24,,16.1,,100.38,,26,,,,NA
########,2018,7,21,23:00,21.9,,14.1,,61,,12,,28,,16.1,,100.39,,25,,,,NA
########,2018,7,22,0:00,19.1,,14.8,,76,,10,,21,,16.1,,100.41,,,,,,Rain
########,2018,7,22,1:00,19.2,,14.3,,73,,9,,17,,16.1,,100.35,,,,,,Rain
########,2018,7,22,2:00,19.4,,15.5,,78,,4,,15,,16.1,,100.23,,,,,,NA
########,2018,7,22,3:00,18.8,,15.9,,83,,4,,18,,14.5,,100.23,,,,,,Rain
########,2018,7,22,4:00,18.8,,15.6,,82,,34,,5,,16.1,,100.13,,,,,,Rain
########,2018,7,22,5:00,18.3,,16,,86,,34,,15,,16.1,,100.03,,,,,,Rain
########,2018,7,22,6:00,19.1,,16.1,,83,,36,,17,,16.1,,99.95,,,,,,Rain
########,2018,7,22,7:00,18.6,,16.2,,86,,3,,26,,14.5,,99.91,,,,,,Moderate Rain
########,2018,7,22,8:00,18,,16.4,,90,,2,,18,,9.7,,99.82,,,,,,"Moderate Rain,Fog"
########,2018,7,22,9:00,18.4,,16.9,,91,,5,,24,,16.1,,99.76,,,,,,Rain
########,2018,7,22,10:00,19.2,,17.9,,92,,5,,32,,6.4,,99.71,,,,,,"Rain,Fog"
########,2018,7,22,11:00,19.5,,18.8,,96,,6,,35,,2,,99.72,,,,,,"Rain,Fog"
########,2018,7,22,12:00,20.2,,18.9,,92,,12,,21,,16.1,,99.74,,27,,,,NA
########,2018,7,22,13:00,21.9,,19.1,,84,,13,,17,,16.1,,99.8,,29,,,,NA
########,2018,7,22,14:00,22.8,,18.2,,75,,16,,11,,16.1,,99.87,,29,,,,NA
########,2018,7,22,15:00,21.8,,18,,79,,15,,13,,16.1,,99.96,,28,,,,NA
########,2018,7,22,16:00,22.3,,18.7,,80,,12,,11,,16.1,,100,,29,,,,NA
########,2018,7,22,17:00,22.6,,18.4,,77,,12,,13,,16.1,,100.07,,29,,,,NA
########,2018,7,22,18:00,22.5,,18.5,,78,,10,,9,,16.1,,100.15,,29,,,,NA
########,2018,7,22,19:00,22.1,,18.7,,81,,8,,13,,16.1,,100.22,,29,,,,NA
########,2018,7,22,20:00,21.7,,19.3,,86,,7,,11,,16.1,,100.24,,29,,,,NA
########,2018,7,22,21:00,21.6,,18.9,,84,,7,,9,,16.1,,100.28,,28,,,,NA
########,2018,7,22,22:00,22,,17.7,,76,,6,,15,,16.1,,100.26,,28,,,,NA
########,2018,7,22,23:00,22.2,,18.6,,80,,7,,13,,16.1,,100.28,,29,,,,NA
########,2018,7,23,0:00,22.3,,18.7,,80,,7,,17,,16.1,,100.27,,29,,,,NA
########,2018,7,23,1:00,22.5,,19.7,,84,,8,,13,,16.1,,100.24,,30,,,,NA
########,2018,7,23,2:00,22,,19.7,,87,,7,,21,,16.1,,100.23,,29,,,,NA
########,2018,7,23,3:00,21.8,,19.9,,89,,7,,15,,16.1,,100.24,,29,,,,NA
########,2018,7,23,4:00,21.7,,19.7,,88,,7,,17,,16.1,,100.25,,29,,,,NA
########,2018,7,23,5:00,21,,19.7,,92,,7,,17,,16.1,,100.32,,28,,,,NA
########,2018,7,23,6:00,21.3,,20.1,,93,,6,,18,,16.1,,100.4,,29,,,,NA
########,2018,7,23,7:00,22.3,,20.4,,89,,7,,13,,16.1,,100.47,,30,,,,NA
########,2018,7,23,8:00,22.6,,20.7,,89,,7,,13,,16.1,,100.46,,31,,,,NA
########,2018,7,23,9:00,23.9,,21,,84,,8,,18,,16.1,,100.45,,32,,,,NA
########,2018,7,23,10:00,22.7,,20.7,,88,,7,,24,,16.1,,100.48,,31,,,,NA
########,2018,7,23,11:00,22.9,,20.7,,87,,7,,24,,16.1,,100.52,,31,,,,NA
########,2018,7,23,12:00,24,,21.1,,83,,7,,18,,16.1,,100.53,,33,,,,NA
########,2018,7,23,13:00,24.6,,21.6,,83,,7,,21,,16.1,,100.51,,34,,,,NA
########,2018,7,23,14:00,23.8,,21.6,,87,,7,,18,,16.1,,100.51,,33,,,,NA
########,2018,7,23,15:00,23.3,,21.4,,89,,8,,17,,16.1,,100.49,,32,,,,Rain
########,2018,7,23,16:00,23.7,,21.5,,87,,7,,21,,16.1,,100.45,,33,,,,NA
########,2018,7,23,17:00,23.5,,21.1,,86,,8,,21,,16.1,,100.43,,32,,,,NA
########,2018,7,23,18:00,23.5,,21.1,,86,,7,,21,,16.1,,100.47,,32,,,,Rain
########,2018,7,23,19:00,22.7,,21.2,,91,,7,,18,,16.1,,100.5,,31,,,,NA
########,2018,7,23,20:00,23.1,,20.8,,87,,7,,18,,16.1,,100.48,,31,,,,NA
########,2018,7,23,21:00,22.7,,21.2,,91,,7,,21,,16.1,,100.52,,31,,,,NA
########,2018,7,23,22:00,22.4,,21.2,,93,,6,,21,,16.1,,100.49,,31,,,,NA
########,2018,7,23,23:00,22.1,,20.9,,93,,8,,15,,16.1,,100.48,,30,,,,NA
########,2018,7,24,0:00,22.2,,20.9,,92,,7,,17,,16.1,,100.49,,31,,,,NA
########,2018,7,24,1:00,22.4,,20.9,,91,,7,,18,,16.1,,100.48,,31,,,,NA
########,2018,7,24,2:00,22.4,,20.9,,91,,7,,17,,16.1,,100.48,,31,,,,NA
########,2018,7,24,3:00,22.3,,20.8,,91,,7,,13,,16.1,,100.48,,31,,,,NA
########,2018,7,24,4:00,22,,20.8,,93,,8,,11,,16.1,,100.49,,30,,,,NA
########,2018,7,24,5:00,21.6,,20.8,,95,,8,,13,,16.1,,100.51,,30,,,,NA
########,2018,7,24,6:00,22,,21.2,,95,,7,,13,,16.1,,100.54,,31,,,,NA
########,2018,7,24,7:00,23.4,,21.5,,89,,8,,9,,16.1,,100.54,,32,,,,NA
########,2018,7,24,8:00,24.5,,21.5,,83,,12,,9,,16.1,,100.58,,33,,,,NA
########,2018,7,24,9:00,23.7,,21.3,,86,,8,,13,,16.1,,100.6,,32,,,,NA
########,2018,7,24,10:00,23.7,,21.7,,89,,8,,13,,16.1,,100.61,,33,,,,NA
########,2018,7,24,11:00,24.4,,22,,86,,7,,15,,16.1,,100.59,,34,,,,NA
########,2018,7,24,12:00,24.9,,22.3,,85,,8,,15,,16.1,,100.55,,35,,,,NA
########,2018,7,24,13:00,24.1,,21.7,,86,,8,,17,,16.1,,100.5,,33,,,,NA
########,2018,7,24,14:00,25,,21.8,,82,,8,,15,,16.1,,100.43,,34,,,,NA
########,2018,7,24,15:00,25,,21.8,,82,,9,,17,,16.1,,100.39,,34,,,,NA
########,2018,7,24,16:00,26.1,,22.2,,79,,8,,13,,16.1,,100.32,,36,,,,NA
